film,rating,date,liked,log_date,country,studio,primary_language,genres,director,actors
Humanist Vampire Seeking Consenting Suicidal Person,7,2023,false,2024-04-16,Canada,Art et essai,French,"['Romance', 'Comedy', 'Fantasy', 'Horror']",Ariane Louis-Seize,"['Sara Montpetit', 'Félix-Antoine Bénard', 'Steve Laplante', 'Sophie Cadieux', ""Noémie O'Farrell"", 'Arnaud Vachon', 'Marie Brassard', 'Madeleine Péloquin', 'Gabriel-Antoine Roy', 'Isabella Villalba', 'Patrick Hivon', 'Marc Beaupré', 'Micheline Bernard', 'Sylvie Lemay', 'Ariane Castellanos', 'Lilas-Rose Cantin', 'Wiam Mohktari', 'Zoé Nagy', 'Noé Poblete', 'Valence Laroche', 'Anthony Giuliani', 'Marguerite Bouchard', 'Pierre-Luc Lafontaine', 'Sarianne Cormier', 'Patrice Dubois', 'Jean-Philippe Lehoux', 'Sébastien Beaulac', 'Vincent Dubuc', 'Matai Stevens', 'Juliette Crépeau', 'Cédric Blais', 'Lorenzo Bonnallie Miloch', 'Serge Boulianne', 'Alicia Phommasak', 'Julien Claessens', 'Antoine Rivard-Nolin', 'Mia Beaulieu', 'Mélie-Rose Gazé', 'Vladimir Morisseau', 'Alexandre Grenier']"
Civil War,8,2024,false,2024-04-15,Finland,DNA Films,English,"['Drama', 'War', 'Action']",Alex Garland,"['Kirsten Dunst', 'Wagner Moura', 'Cailee Spaeny', 'Stephen McKinley Henderson', 'Nelson Lee', 'Nick Offerman', 'Jefferson White', 'Evan Lai', 'Vince Pisani', 'Justin James Boykin', 'Jess Matney', 'Greg Hill', 'Edmund Donovan', 'Sonoya Mizuno', 'Tim James', 'Simeon Freeman', 'James Yaegashi', 'Dean Grimes', 'Alexa Mansour', 'Martha B. Knighton', 'Melissa Saint-Amand', 'Karl Glusman', 'Jin Ha', 'Jojo T. Gibbs', 'Jared Shaw', 'Justin Garza', 'Brian Philpot', 'Tywaun Tornes', 'Juani Feliz', 'Jesse Plemons', 'Jeff Bosley', 'Ryan Austin Bryant', 'Brent Moorer Gaskins', 'Evan Holtzman', 'Cora Maple Lindell', 'Temper Lavigne', 'Miles Johnson', 'Kevin Kedgley', 'Timothy LaForce', 'Randy S. Love', 'Cody Marshall', 'LePrix Robinson', 'Easy Ian Radcliffe', ""Ernest 'Scooby' Rogers"", 'Daniel Patrick Shook', 'Vinnie Varon', 'Jaclyn White', 'Robert Tinsley', 'Joe Manuel Gallegos Jr.', 'Lauren Marie Gordon', 'Kevin Howell', 'Anthony King-West', 'Ashley Lillig', 'Xavier Mills', 'Juan Szilagyi', 'Adam Rivette', 'Peter Nguyen']"
Under the Silver Lake,7,2018,false,2024-04-15,USA,Michael De Luca Productions,English,"['Drama', 'Mystery', 'Crime']",David Robert Mitchell,"['Andrew Garfield', 'Riley Keough', 'Topher Grace', 'Callie Hernandez', 'Don McManus', 'Jeremy Bobb', 'Riki Lindhome', 'Patrick Fischler', 'Zosia Mamet', 'Jimmi Simpson', 'Grace Van Patten', 'Bobbi Salvör Menuez', 'David Yow', 'Wendy Vanden Heuvel', 'Chris Gann', 'Jessica Makinson', 'Sibongile Mlambo', 'Rex Linn', 'Luke Baines', 'Allie MacDonald', 'Victoria Bruno', 'Lola Blanc', 'Brian Aubert', 'Christopher Guanlao', 'Joe Lester', 'Nikki Monninger', 'Sydney Sweeney', 'Guy Nardulli', 'Adam Bartley', 'June Carryl', 'Summer Bishil', 'Karen Nitsche', 'Laura-Leigh', 'Sky Elobar', 'Deborah Geffner', 'Jeannine Cota', 'Reese Hartwig', 'Izzie Coffey', 'Kayla DiVenere', 'Tucker Meek', 'Jackson Gann', 'Brode Gann', 'Jules Willcox', 'Rozie Bacchi', 'Annabelle Dexter-Jones', 'Christina Wildes', 'Nicole Disson', 'Millie Atchison', 'Cheyenne Haynes', 'Elizabeth Hinkler', 'Pepi Sonuga', 'Ivy Matheson', 'Gabrielle Maiden', 'Brittney Parker Rose', 'Oscar Best', 'Greg Wayne', 'John Eddins', 'Mary Cameron Rogers', 'Mario Diaz', 'Kat Purgal', 'Layla Rumi', 'Olivia Fox', 'Brian Gattas', 'Deven Green', 'Devin Kawaoka', 'David Harper', 'Shad Roberts', 'Jenn An', 'Darrel Cherney']"
The Chorus,7,2004,false,2024-04-15,France,Galatée Films,French,['Drama'],Christophe Barratier,"['Gérard Jugnot', 'François Berléand', 'Kad Merad', 'Jean-Paul Bonnaire', 'Marie Bunel', 'Jean-Baptiste Maunier', 'Maxence Perrin', 'Grégory Gatignol', 'Thomas Blumenthal', 'Cyril Bernicot', 'Philippe du Janerand', 'Carole Weiss', 'Erick Desmarestz', 'Didier Flamand', 'Jacques Perrin', 'Simon Fargeot', 'Théodule Carré-Cassaigne', 'Armen Godel', 'Steve Gadler', 'Paul Chariéras', 'Monique Ditisheim', 'Fabrice Dubusset', 'Marielle Coubaillon', 'Violette Barratier', 'Christophe Borie']"
Betty Blue,7,1986,false,2024-04-07,France,Cargo Films,French,"['Romance', 'Drama']",Jean-Jacques Beineix,"['Jean-Hugues Anglade', 'Béatrice Dalle', 'Gérard Darmon', 'Consuelo De Haviland', 'Clémentine Célarié', 'Jacques Mathou', 'Vincent Lindon', ""Catherine D'At"", 'Claude Aufaure', 'Louis Bellanti', 'Dominique Besnehard', 'Raoul Billerey', 'Nathalie Dalyan', 'Nicolas Jalowyj', 'André Julien', 'Daniel Millot', 'Marthe Moudiki-Moreau', 'Robin Bernard', 'Claude Confortès', 'Philippe Laudenbach', 'Léonie Berthuit', 'Frédéric Caratini', 'Raymond Julien', 'Jacky Galibert', 'Simon de La Brosse', 'Dominique Pinon']"
Incredibles 2,8,2018,true,2024-04-06,USA,Walt Disney Pictures,English,"['Animation', 'Adventure', 'Family', 'Action']",Brad Bird,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner', 'Samuel L. Jackson', 'Bob Odenkirk', 'Catherine Keener', 'Jonathan Banks', 'Brad Bird', 'John Ratzenberger', 'Eli Fucile', 'Nicholas Bird', 'Bill Wise', 'Michael Bird', 'Sophia Bush', 'Phil LaMarr', 'Paul Eiding', 'Isabella Rossellini', 'Barry Bostwick', 'Adam Rodriguez', 'Jere Burns', 'Kimberly Adair Clark', 'Usher', 'Adam Gates', 'Michael B. Johnson', 'A.J. LoCascio', 'Alyson Stoner', 'Andrew Kishino', 'Austin Madison', 'Brian Dluhy', 'Cathy Cavadini', 'Dave Fennoy', 'David Cowgill', 'Debi Derryberry', 'Fred Tatasciore', 'Teddy Newton', 'Dennis Singletary', 'Diamond White', 'Eddie Frierson', 'Grace Geller', 'Greg Dykstra', 'Jackie Gonneau', 'Jacqueline Pinol', 'Jean Gilpin', 'Matthew Wood', 'Steve Blum', 'Wally Wingert', 'Max Mittelman']"
The Incredibles,9,2004,true,2024-04-06,USA,Walt Disney Pictures,English,"['Animation', 'Family', 'Adventure', 'Action']",Brad Bird,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Jason Lee', 'Samuel L. Jackson', 'Elizabeth Peña', 'Eli Fucile', 'Maeve Andrews', 'Brad Bird', 'Dominique Louis', 'Teddy Newton', 'Jean Sincere', 'Wallace Shawn', 'Lou Romano', 'Wayne Canney', 'Michael Bird', 'Bud Luckey', 'Bret Parker', 'Kimberly Adair Clark', 'John Ratzenberger', 'Mark Andrews', 'Nicholas Bird', 'Louis Martin Braga III', 'Mary Elizabeth Clark', 'Pete Docter', 'Louis Gonzales', 'Elizabeth Greenberg', 'Juliet Greenberg', 'Billy Guardino', ""Dennis 'D.J.' Jennings"", 'Ollie Johnston', 'Brad Lewis', 'Ted Mathot', 'Jazzie Mahannah', 'Randy Nelson', 'Bob Peterson', 'Jeff Pidgeon', 'Juliet Pokorny', 'Joe Ranft', 'Lori Richardson', 'A.J. Riebli III', 'Katherine Ringgold', 'Stephen Schaffer', 'Bob Scott', 'Peter Sohn', 'Andrew Stanton', 'Frank Thomas', 'Pamela Gaye Walker', 'Patrick Walker', 'Deirdre Warin']"
The Iron Giant,9,1999,true,2024-04-05,USA,Warner Bros. Feature Animation,English,"['Science Fiction', 'Animation', 'Family', 'Adventure']",Brad Bird,"['Vin Diesel', 'Eli Marienthal', 'Jennifer Aniston', 'Harry Connick Jr.', 'James Gammon', 'Cloris Leachman', 'Christopher McDonald', 'John Mahoney', 'M. Emmet Walsh', 'Jack Angel', 'Bob Bergen', 'Mary Kay Bergman', 'Michael Bird', 'Devon Cole Borisoff', 'Rodger Bumpass', 'Robert Clotworthy', 'Jennifer Darling', 'Zack Eginton', 'Paul Eiding', 'Bill Farmer', 'Charles Howerton', 'Ollie Johnston', 'Sherry Lynn', 'Mickie McGowan', ""Ryan O'Donohue"", 'Phil Proctor', 'Frank Thomas', 'Patti Tippo', 'Brian Tochi', 'Carole Jeghers']"
Venus in Fur,8,2013,true,2024-04-01,France,R.P. Productions,French,['Drama'],Roman Polanski,"['Emmanuelle Seigner', 'Mathieu Amalric']"
Vertigo,8,1958,true,2024-03-30,USA,Paramount Pictures,English,"['Romance', 'Thriller', 'Mystery']",Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'Bess Flowers', 'Alfred Hitchcock', 'David Ahdar', 'Sara Taft', 'Ezelle Poule', 'John Benson', 'Paul Bryar', 'Steve Conte', 'Fred Graham', 'Forbes Murray', 'Raoul Freeman']"
Psycho,8,1960,false,2024-03-30,USA,Shamley Productions,English,"['Mystery', 'Thriller', 'Horror']",Alfred Hitchcock,"['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin', 'Martin Balsam', 'John McIntire', 'Simon Oakland', 'Frank Albertson', 'Patricia Hitchcock', 'Vaughn Taylor', 'Lurene Tuttle', 'John Anderson', 'Mort Mills', 'Fletcher Allen', 'Walter Bacon', 'Kit Carson', 'Francis De Sales', 'George Dockstader', 'George Eldredge', 'Harper Flaherty', 'Sam Flint', 'Virginia Gregg', 'Alfred Hitchcock', 'Paul Jasmin', 'Lee Kass', 'Frank Killmond', 'Ted Knight', 'Pat McCaffrie', 'Hans Moebus', 'Jeanette Nolan', ""Lillian O'Malley"", 'Robert Osborne', 'Fred Scheiwiller', 'Helen Wallace']"
Django Unchained,8,2012,true,2024-03-30,USA,The Weinstein Company,English,"['Drama', 'Western']",Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson', 'Franco Nero', 'James Russo', 'Tom Wopat', 'Don Stroud', 'Russ Tamblyn', 'Amber Tamblyn', 'Bruce Dern', 'M.C. Gainey', 'Cooper Huckabee', 'Doc Duhame', 'Jonah Hill', 'Lee Horsley', 'Zoë Bell', 'Michael Bowen', 'Robert Carradine', 'Jake Garber', 'Ted Neeley', 'James Parks', 'Tom Savini', 'Michael Parks', 'John Jarratt', 'Quentin Tarantino', 'Amari Cheatom', 'Keith Jefferson', 'Marcus Henderson', 'Lil Chuuch', 'Kinetic', 'Louise Stratten', 'Kim Robillard', 'Shana Stein', 'Shannon Hazlett', 'Jack Lucarelli', 'Victoria Thomas', 'Grace Collins', 'Sharon Pierre-Louis', 'Christopher Berry', 'Kim Collins', 'Dane Rhodes', 'J.D. Evermore', 'Rex Linn', 'Michael Bacall', 'Ronan Hice', 'Ned Bellamy', 'Dave Coennen', 'Danièle Watts', 'Jon Eyez', 'Omar J. Dorsey', 'Evan Parke', 'Craig Stark', 'Brian Brown', 'Ritchie Montgomery', 'Nicholas Dashnaw', 'Jarrod Bunch', 'Edrick Browne', 'Kerry Sims', 'Jamal Duff', 'Todd Allen', 'Lewis Smith', 'Keniaryn Mitchell', 'Jakel Marshall', 'Carl Singleton', 'Ashley Toman', 'John McConnell', 'Mark Amos', 'Marsha Stephanie Blake', 'Catherine Lambert', 'Deborah Ayorinde', 'Takara Clark', 'Kimberley Drummond', 'Tenaj L. Jackson', 'Carl Bailey', 'Ross P. Cook', 'Gregory Allen Gabroy', 'Seth Bailey', 'David G. Baker', 'Glen Warner', 'Kesha Bullard', 'Edward J. Clare', 'Mike DeMille', 'Gary Grubbs', 'Justin Hall', 'Kasey James', 'Cindy Mah', 'Johnny Otto', 'Belinda Owino', 'Mark Ulano', 'Misty Upham', 'Fatimah Taliah']"
The Greatest Showman,6,2017,false,2024-03-28,USA,Chernin Entertainment,English,['Drama'],Michael Gracey,"['Hugh Jackman', 'Zac Efron', 'Michelle Williams', 'Rebecca Ferguson', 'Zendaya', 'Keala Settle', 'Yahya Abdul-Mateen II', 'Natasha Liu Bordizzo', 'Paul Sparks', 'Sam Humphrey', 'Austyn Johnson', 'Cameron Seely', 'Eric Anderson', 'Ellis Rubin', 'Skylar Dunn', 'Daniel Everidge', 'Radu Spinghel', 'Yusaku Komori', 'Danial Son', 'Will Swenson', 'Linda Marie Larson', 'Byron Jennings', 'Betsy Aidem', 'Damian Young', 'Tina Benko', 'Fredric Lehne', 'Kathryn Meisle', 'Timothy Hughes', 'Gayle Rankin', 'Arnie Burton', 'Carly Adams', 'Sawyer Niehaus', 'Shuler Hensley', 'Will Erat', ""James Andrew O'Connor"", 'Jamie Jackson', 'Morgan Weed', 'Henry Stram', 'Michael Barra', 'Luciano Acuna Jr.', 'Shannon Freyer', 'Kevin Dwane', 'Sandi DeGeorge', 'Tony Neil Butler', 'Frances Emily Schramm', 'Kenneth Wong Chan', 'Stacey Alyse Cohen', 'Tim Wilson', 'Jonathon Culver', 'Jillian Braithwaite', 'Adam Haas Hunter', 'Bob Rumnock', 'Ben Reed', 'Martha Nichols', 'Jonathan Redavid', 'Shannon Holtzapffel', 'Jeremy Hudson', 'Taylor James', 'Chelsea Caso', 'Caoife Coleman', 'Mishay Petronelli', 'Khasan Brailsford', 'Alex Wong', 'Julius Anthony Rubio', 'Vincent-Olivier Noiseux', 'DeAnna Walters', 'Ilia Jessica Castro', 'Najla Gilliam', 'Christina Glur', 'Emerson Tate Alexander', 'Victoria Llodra', 'Louise Hindsbo', 'Laci Justice', 'GiaNina Paolantonio', 'Rachel Quiner', 'Madison Smith', 'Brando', ""Daniel 'Cloud' Campos"", 'Rod Roberts', 'James Babson', 'Loren Allred']"
To Catch a Killer,7,2023,false,2024-03-17,Canada,FilmNation Entertainment,English,"['Crime', 'Drama', 'Thriller']",Damián Szifron,"['Shailene Woodley', 'Ben Mendelsohn', 'Jovan Adepo', 'Ralph Ineson', 'Richard Zeman', 'Dusan Dukic', 'Jason Cavalier', 'Nick Walker', 'Darcy Laurie', 'Mark Camacho', 'Frank Schorpion', 'Marcello Bezina', 'Dawn Lambing', 'Martyne Musau', 'Adam LeBlanc', 'Daniel Brochu', 'Sean Tucker', 'Maurizio Terrazzano', 'Arthur Holden', 'Alain Chanoine', 'Patrick Abellard', 'Michael Cram', 'Chip Chuipka', 'Heidi Foss', 'Michael Dozier', 'Mark Antony Krupa', 'Rosemary Dunsmore', 'Lesley Pahl', 'Dolce Sebareme', 'Patrick Labbé', 'Laura Mitchell', 'Maxime Afshar', 'Karine Dion', 'Ted Pluviose', 'Benz Antoine', 'Mark Trafford', 'Edith Dandenault', 'Lilou Roy-Lanouette', 'Nir Guzinski', 'Daniel Elston', 'Sebree Laurie', 'Matt Langton', 'Leyda Aleyli', 'Christian Jadah', 'Mark Day', 'Ryan Stick', 'Alex Gravenstein', 'Bobby Brown', 'Jacqueline Smith Barker', 'Kelly Lee', 'Paul Ash', 'Luc Morissette', 'Teneisha Collins', 'Joan Hart', 'Lincoln Ward', 'Christian Paul', 'Alexandra Laferrière', 'Erniel Baez', 'Yvan Labranche', 'Felix Gravel', 'Paul Batah', 'Anne-Marie Saheb', 'Sheshanti Kurera', 'Nabil Khatib', 'Christine Rodriguez', 'Maissa Houri', 'Kevin Woodhouse', 'Alexander Drozhzhin', 'Lucie Chalut', 'Michèle Leclerc', 'Romuald Crèvecoeur']"
There's Still Tomorrow,7,2023,false,2024-03-16,Italy,Wildside,Italian,"['War', 'Comedy', 'Drama']",Paola Cortellesi,"['Paola Cortellesi', 'Valerio Mastandrea', 'Romana Maggiora Vergano', 'Emanuela Fanelli', 'Giorgio Colangeli', 'Vinicio Marchioni', 'Alessia Barela', 'Francesco Centorame', 'Raffaele Vannoli', 'Paola Tiziana Cruciani', 'Yonv Joseph', 'Federico Tocci', 'Priscilla Micol Marino', 'Maria Chiara Orti', 'Silvia Salvatori', 'Mattia Baldo', 'Gianmarco Filippini', 'Ilaria Falini', 'Paolo Zuccari', 'Flavio Domenici']"
The Holdovers,9,2023,true,2024-03-15,USA,Miramax,English,"['Comedy', 'Drama']",Alexander Payne,"['Paul Giamatti', 'Dominic Sessa', ""Da'Vine Joy Randolph"", 'Carrie Preston', 'Brady Hepner', 'Ian Dolley', 'Jim Kaplan', 'Michael Provost', 'Andrew Garman', 'Naheem Garcia', 'Stephen Thorne', 'Gillian Vigman', 'Tate Donovan', 'Darby Lee-Stack', 'Bill Mootos', 'Dustin Tucker', 'Juanita Pearl', 'Alexander Cook', 'Liz Bishop', 'Cole Tristan Murphy', 'Will Sussbauer', 'Carter Shimp', 'Michael Malvesti', 'Dakota Lustick', 'Melissa McMeekin', 'Jonathan von Mering', 'Rena Maliszewski', 'Osmani Rodriguez', 'Oscar Wahlberg', 'Dan Aid', 'Mike Kaz', 'Kelly AuCoin', 'Colleen Clinton', 'Fred Robbins', 'David J. Curtis', 'Pamela Jayne Morgan', 'Davis Robinson', 'Joe Howell', 'Peter Krasinski', 'Greg Chopoorian', 'Ian Lyons', 'Kevin Fennessy', 'Kevin Daigneault', 'Bhanu Gopal']"
Everything Everywhere All at Once,6,2022,false,2024-03-10,USA,IAC Films,English,"['Science Fiction', 'Adventure', 'Comedy', 'Action']",Daniel Scheinert,"['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff', 'Sunita Mani', 'Aaron Lazar', 'Brian Le', 'Andy Le', 'Neravana Cabral', 'Chelsey Goldsmith', 'Craig Henningsen', 'Anthony Molinari', 'Dan Brown', 'Anthony N.', 'Cara Marie Chooljian', 'Randall Archer', 'Efka Kvaraciejus', 'Peter Banifaz', 'Audrey Wasilewski', 'Li Jing', 'Dylan Henry Lau', 'Boon Pin Koh', 'Timothy Eulich', 'Daniel Scheinert', 'Michiko Nishiwaki', 'Jane Lui', 'Jason Hamer', 'Timothy Ralston', 'Hiroshi Yada', 'Randy Newman', 'Amanda MacLeod']"
The Book of Solutions,7,2023,false,2024-03-10,France,Partizan,French,"['Drama', 'Comedy']",Michel Gondry,"['Pierre Niney', 'Blanche Gardin', 'Françoise Lebrun', 'Frankie Wallach', 'Camille Rutherford', 'Mourad Boudaoud', 'Vincent Elbaz', 'Dominique Valadié', 'Sting', 'Sacha Bourdo', 'Christian Prat', 'Michèle Gary', 'Corinne Mariotto', 'Nelly Pulicani', 'Ambre Gollut', 'Patrick Mollo', 'Jacques Mazeran', 'Mama Prassinos', 'Salomé Gilles', 'Justin Houser', 'Janice Renau', 'Nathalie Forthomme', 'Marie-Ange Chapel', 'Simon Mawas', 'Hugo Bindel', 'Benjamin Hauser', 'Alex Martin', 'Philippe Pluchard', 'Raphaël Mondon', 'Thierry Coma', 'Basile Jullien', 'Gabriel Elkaïm', 'Lise Benamozig-Gilles', 'Rose Harlean']"
Parasite,8,2019,true,2024-03-09,South Korea,Barunson E&A,Korean,"['Comedy', 'Thriller', 'Drama']",Bong Joon-ho,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam', 'Lee Jung-eun', 'Jang Hye-jin', 'Park Myung-hoon', 'Jung Ji-so', 'Jung Hyeon-jun', 'Park Keun-rok', 'Jung Yi-seo', 'Cho Jae-myung', 'Jeong Ik-han', 'Kim Kyu-baek', 'Ahn Seong-bong', 'Yoon Young-woo', 'Park Jae-wook', 'Lee Dong-yong', 'Jeon Eun-mi', 'Kim Geon', 'Lee Joo-hyung', 'Lee Ji-hye', 'Kim Bo-ryeong', 'Park Hye-sook', 'Baek Seung-hwan', 'Riccardo Ferraresso', 'Ko Kwan-jae', 'Lee Si-hoon', 'Seo Bok-hyeon', 'Shim Soo-mi', 'Yoon Hye-ree', 'Andreas Fronk', 'Anna Elisabeth Rihlmann', 'Rosie Peralta', 'Shin Seung-min', 'Park Seo-jun', 'Kwak Sin-ae', 'Choi Jeong-hyun', 'Kim Ha-eon', 'Lee Eun-hee', 'Choi Ji-won', 'Park Jae-wan', 'Hwang In-gyeong', 'Kim Yeong-jo', 'Kim Jung-woo', 'Lee Sang-kyung', 'Lee Si-hoo', 'Ahn Jin-sang']"
Dream Scenario,6,2023,false,2024-03-08,USA,A24,English,"['Comedy', 'Fantasy']",Kristoffer Borgli,"['Nicolas Cage', 'Julianne Nicholson', 'Lily Bird', 'Jessica Clement', 'Michael Cera', 'Dylan Gelula', 'Tim Meadows', 'Kate Berlant', 'Dylan Baker', 'Jennifer Wigmore', 'Nicholas Braun', 'David Klein', 'Maev Beaty', 'Al Warren', 'Ben Caldwell', 'Agape Mngomezulu', 'Lily Gao', 'Marnie McPhail', 'Star Slade', 'Noah Lamanna', 'Richard Jutras', 'Kaleb Horn', 'Philip van Martin', 'Cara Volchoff', 'Liz Adjei', 'Jessie-Ann Kohlman', 'Greer Cohen', 'Krista Bridges', 'Noah Centineo', 'Josh Richards', 'Ramona Gilmour-Darling', 'Sofia Banzhaf', 'Marc Coppola', 'Amber Midthunder', 'Alton Mason', 'Thomas Mitchell', 'Conrad Coates', 'Marnie Brunton', 'Jim Armstrong', 'Leah Stanley', 'Stephen R. Hart', 'Will Corno', 'Talia Schlanger', 'James Collins', 'Caleb Weatherbee', 'Nneka Elliott', 'Jeremy Levick', 'Nicole Leroux', 'Jordan Raf', 'Trish Hoang', 'Domenic Di Rosa', 'Jesse Goldman']"
Green Book,7,2018,true,2024-03-07,USA,Participant,English,"['Drama', 'History']",Peter Farrelly,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'P.J. Byrne', 'Mike Hatton', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis', 'Jon Sortland', 'Don Stark', 'Anthony Mangano', 'Paul Sloan', 'Quinn Duffy', 'Seth Hurwitz', 'Hudson Galloway', 'Gavin Foley', 'Rodolfo Vallelonga', 'Louis Venere', 'Frank Vallelonga', 'Don DiPetta', 'Jenna Laurenzo', 'Suehyla El-Attar', 'Kenneth Israel', 'Derrick Spears', 'Johnny Williams', 'Randal Gonzalez', 'Iqbal Theba', 'Sharon Landry', 'Nick Vallelonga', 'David An', 'Mike Cerrone', 'Peter Gabb', 'Gertrud Sigle', 'Geraldine Singer', 'Ron Flagge', 'Martin Bats Bradford', 'Ted Huckabee', 'Gralen Bryant Banks', 'Sam Malone', 'Floyd Miles', 'David Kallaway', 'James W. Evermore', 'Harrison Stone', 'Ricky Muse', 'Tom Virtue', 'Christina Simpkins', 'Kermit Burns III', 'Lindsay Brice', 'Shane Partlow', 'Daniel Greene', 'Brian Distance', 'Craig DiFrancia', 'Dennis W. Hall', 'Leslie Castay', 'David Simpson', 'Jim Klock', 'Billy Breed', 'Dane Rhodes', 'Brian Stepanek', 'Jon Michael Davis', 'Montrel Miller', 'Ninja N. Devoe', 'Brian Hayes Currie']"
Whiplash,9,2014,true,2024-03-06,USA,Bold Films,English,"['Drama', 'Music']",Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Charlie Ian', 'Jayson Blair', 'Kofi Siriboe', 'Kavita Patil', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Calvin C. Winbush', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Marcus Henderson', 'Tony Baker', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Stephen Hsu', 'Herman Johansen', 'Wendee Lee', 'Joseph Oliveira', 'Michelle Ruff', 'Daniel Weidlein']"
Fargo,7,1996,true,2024-03-04,UK,PolyGram Filmed Entertainment,English,"['Crime', 'Drama', 'Thriller', 'Comedy']",Joel Coen,"['Frances McDormand', 'William H. Macy', 'Steve Buscemi', 'Peter Stormare', 'Harve Presnell', 'John Carroll Lynch', 'Kristin Rudrüd', 'Bruce Bohne', 'Steve Reevis', 'Steve Park', 'Gary Houston', 'Sally Wingert', 'Larissa Kokernot', 'Melissa Peterman', 'Tony Denman', 'Larry Brandenburg', 'Michelle Hutchison', 'Bain Boehlke', 'Warren Keith', 'Michelle LeDoux', 'Steve Edelman', 'Sharon Anderson', 'Kurt Schweickhardt', 'James Gaulke', 'J. Todd Anderson', 'Michelle Suzanne LeDoux', 'Petra Boden', 'Wayne A. Evenson', 'Cliff Rakerd', 'Jessica Shepherd', 'Peter Schmitz', 'Steven I. Schafer', 'David S. Lomax', 'José Feliciano', 'Bix Skahill', 'Rose Stockton', 'Robert Ozasky', 'John Bandemer', 'Don Wescott', 'Bruce Campbell']"
The Animal Kingdom,6,2023,false,2024-03-01,Belgium,StudioCanal,French,"['Science Fiction', 'Adventure', 'Drama']",Thomas Cailley,"['Romain Duris', 'Paul Kircher', 'Adèle Exarchopoulos', 'Tom Mercier', 'Billie Blain', 'Xavier Aubert', 'Saadia Bentaïeb', 'Gabriel Caballero', 'Iliana Khelifa', 'Paul Muguruza', 'Nathalie Richard', 'Tom Rivoire', 'Nicolas Avinée', 'Louise Lehry', 'Jean Boronat', 'François-Xavier Raffier', 'Célia Lalande', 'Maxime Sebile', 'Clément Corbiat', 'Sébastien Boissavit', 'Maëlle Benkimoun']"
Reality,7,2023,true,2024-03-01,USA,In The Cut Films,English,"['Drama', 'Thriller']",Tina Satter,"['Sydney Sweeney', 'Josh Hamilton', 'Marchánt Davis', 'Benny Elledge', 'John Way', 'Reality Winner', 'Tucker Carlson', 'Bill Maher', 'Krystal Ball', 'Juan Williams', 'David Corn', 'James Comey']"
